MSE_change_made;iteration;MSE;dMSE/dC;MSE_change;a_multiplier_used;a;C;log_iteration;log_MSE;log_dMSE/dC;log_MSE_change;log_a
True;15000;0.0026209875630416298;-0.004609711260421438,0.033076873264027154,0.08234095082800759,0.3321208252427799,1.0990601251834422,4.020527998175701;0.07086082618685098;1;1e-05;-0.9162063843964295,0.08889348517947832,-0.40646783481957655,-0.10163764133611355,0.03987485905569872,0.9330485724791859;4.176091259055681;-2.5815350398375303;-2.336326276764991,-1.480475550762756,-1.0843841223157888,-0.47870389162696253,0.04102145158740034,0.6042830908050136;-1.1495937884084488;-5.0
True;15000;0.0026209875630416298;-0.003135192608289068,-0.11365852737000949,-0.3092016796262373,-2.0692948339602824,-7.938014512489141,-42.7454397344093;0.16685420075067597;1;1e-05;-0.9162063530445035,0.08889462176475202,-0.4064647428027803,-0.10161694838777395,0.03995423920082361,0.93347602687653;4.176091259055681;-2.5815350398375303;-2.5037357734464676,-0.9443979752420362,-0.5097581555996853,0.3158223735268561,0.8997118885605867,1.6308897891502199;-0.7776628549973635;-5.0
True;15000;0.0026209875630416298;0.018498251556035378,0.004924382351479624,0.2714520326504238,0.636029439495433,3.685768297332517,11.556392169525704;0.08478725330113526;1;1e-05;-0.916206538027019,0.0888945725209285,-0.4064674573231068,-0.1016233086821689,0.039917381517850285,0.9333604629548348;4.176091259055681;-2.5815350398375303;-1.7328693189186504,-2.3076482338294664,-0.5663069019708817,-0.1965227819702703,0.5665280301904927,1.0628222713316497;-1.0716694335578991;-5.0
True;15000;0.0026209875630416298;0.0011221253509354412,-0.13253498623977478,0.12012834274150443,-1.8782660446902102,0.8881491968172073,-26.555691584672964;0.11495394501182346;1;1e-05;-0.9162065492482725,0.0888958978707909,-0.4064686586065342,-0.101604526021722,0.039908500025882115,0.9336260198706815;4.176091259055681;-2.5815350398375303;-2.9499586259864627,-0.8776694626689067,-0.9203545142953746,0.27375710739634745,-0.0515140726090534,1.424157616148536;-0.9394761199365289;-5.0
True;15000;0.0026209875630416298;0.0198390155752567,-0.014633202030090832,0.170136830438006,-0.19298544511541327,1.4691848885720549,-1.756240056551029;0.07319571281488271;1;1e-05;-0.9162067476384282,0.0888960442028112,-0.4064703599748386,-0.10160259616727084,0.03989380817699639,0.933643582271247;4.176091259055681;-2.5815350398375303;-1.7024798816193831,-1.8346606313702185,-0.7692016621394742,-0.714475444072135,0.16707645272286048,0.2445838783752795;-1.1355143554903167;-5.0
True;20000;0.002484753960662303;-0.013031973306655545,0.014351384923879378,-0.1163123608789337,0.5085045646712468,-2.438077946199929,11.57450121833279;0.053426173680474205;1;1e-05;-0.9046713321563644,0.09292612670085836,-0.4154335860625739,-0.10223565585174435,0.04032814709391171,0.9334486397163351;4.301029995663981;-2.6047166084665907;-1.8849898182624747,-1.8431061870291707,-0.9343741289839222,-0.2937051442109781,0.3870475860499533,1.0635022849778477;-1.2722459283617487;-5.0
True;20000;0.002484753960662303;-0.005583707396638607,0.00265549382769688,-0.15537501179950813,0.005748727671929999,-3.7696166094990495,-7.3033932347273955;0.10820778584319139;1;1e-05;-0.9046712763192905,0.09292610014592008,-0.4154320323124559,-0.10223571333902107,0.0403658432600067,0.9335216736486823;4.301029995663981;-2.6047166084665907;-2.2530773481490014,-2.575854703697038,-0.8086188253690529,-2.2404282642152835,0.5762971823421615,0.8635246848773114;-0.9657414894412473;-5.0
True;20000;0.002484753960662303;-0.019693584618053685,0.12185578756598414,-0.3175461859231831,1.3792990170058232,-4.605143463526073,18.859339055897255;0.10396423776860719;1;1e-05;-0.9046710793834443,0.09292488158804442,-0.41542885685059666,-0.10224950632919112,0.040411894694641966,0.9333330802581233;4.301029995663981;-2.6047166084665907;-1.7056752265663184,-0.9141538390826232,-0.49819309924505434,0.13965842669675946,0.6632431642716778,1.275526468390361;-0.9831160261889995;-5.0
True;20000;0.002484753960662303;0.011829721947966871,0.03471721630112436,0.22811245725371074,0.5301171159361874,3.161027001323848,8.910123848329803;0.03304448517684004;1;1e-05;-0.9046711976806637,0.0929245344158814,-0.4154311379751692,-0.10225480750035049,0.04038028442462873,0.9332439790196401;4.301029995663981;-2.6047166084665907;-1.927025463139003,-1.4594551047376985,-0.6418509971923565,-0.27562817344450957,0.49982820557569724,0.9498837406555521;-1.4809010099185083;-5.0
True;20000;0.002484753960662303;-0.030660111772350333,0.025748721793530098,-0.17662234362105778,0.2547318810655993,-1.2168876928054468,2.8027003373258133;0.06940226771725286;1;1e-05;-0.904670891079546,0.09292427692866347,-0.41542937175173295,-0.10225735481916114,0.04039245330155679,0.9332159520162668;4.301029995663981;-2.6047166084665907;-1.5134262662452933,-1.5892443251390949,-0.7529543568313781,-0.5939166973434346,0.08525049881715595,0.44757666579349364;-1.1586263387526499;-5.0
True;20000;0.002484753960662303;0.03807003747748264,-0.03162933951269805,0.5713894476871985,-1.0537837870978235,10.575271553195604,-28.00914189168915;0.08709924194229723;1;1e-05;-0.9046712717799208,0.0929245932220586,-0.41543508564620985,-0.10224681698129016,0.040286700586024835,0.9334960434351838;4.301029995663981;-2.6047166084665907;-1.4194166956506737,-1.4999098769741146,-0.24306778434798706,0.022751512486801427,1.0242915280603393,1.4472998036678046;-1.0599856248053097;-5.0
True;20000;0.002484753960662303;-0.012706995877565377,-0.04540476697639099,0.06596025843531025,-1.1144491662114062,3.7323836248600855,-23.431824447607923;0.0617999268888883;1;1e-05;-0.904671144709962,0.09292504726972836,-0.4154357452487942,-0.10223567248962805,0.04024937674977623,0.9337303616796598;4.301029995663981;-2.6047166084665907;-1.8959571109728441,-1.342898548841996,-1.1807176514385362,0.04706026363063758,0.5719862753738831,1.369806104929911;-1.209012038693889;-5.0
True;20000;0.002484753960662303;-0.023233487853091796,-0.02728842948510289,-0.4026678170100775,-0.45246648011673457,-6.9289202043818845,-15.009619659294277;0.13373647195611246;1;1e-05;-0.9046709123750835,0.09292532015402322,-0.41543171857062405,-0.10223114782482688,0.04031866595182005,0.9338804578762527;4.301029995663981;-2.6047166084665907;-1.6338855882347683,-1.5640214583052026,-0.39505307973815373,-0.34441358892187507,0.8406655598907514,1.1763696874489644;-0.8737501379194473;-5.0
True;20000;0.002484753960662303;-0.02924523455216031,0.009352930074612935,-0.020805679062247295,0.4840451777919445,1.6757689198293289,11.489807503937932;0.07389591254191737;1;1e-05;-0.9046706199227379,0.09292522662472247,-0.4154315105138334,-0.1022359882766048,0.040301908262621755,0.9337655598012133;4.301029995663981;-2.6047166084665907;-1.5339448911650648,-2.0290523125618,-1.6818181050008543,-0.31511410209506907,0.22421413138134863,1.060312752737211;-1.131379583385753;-5.0
True;20000;0.002484753960662303;0.006032516000202575,-0.010827356270034323,-0.0956813161560649,0.3626603526796572,-1.9370296377225367,7.628401567303893;0.050965068188075786;1;1e-05;-0.9046706802478979,0.09292533489828517,-0.4154305537006719,-0.10223961488013159,0.04032127855899898,0.9336892757855403;4.301029995663981;-2.6047166084665907;-2.2195015175268478,-1.9654775726911966,-1.019172859323631,-0.4404999204427607,0.28713626573763557,0.8824335467066701;-1.2927273903927188;-5.0
True;20000;0.002484753960662303;-0.0009155943844249004,0.14483769125012763,0.13085741436618695,2.144529001487084,4.663967841954117,36.91514386207985;0.14688838517955213;1;1e-05;-0.904670671091954,0.09292388652137266,-0.41543186227481554,-0.10226106017014645,0.04027463888057944,0.9333201243469195;4.301029995663981;-2.6047166084665907;-3.0382968796287284,-0.8391184065650583,-0.8832016652510996,0.3313319237859299,0.6687555473019817,1.5672045652516624;-0.8330125435688598;-5.0
True;20000;0.002484753960662303;0.016701237648657333,-0.14065986597150343,-0.06539687582462436,-1.8545915537834718,-4.95126668592357,-36.32849641826789;0.07687453821937314;1;1e-05;-0.9046708381043305,0.09292529312003238,-0.4154312083060573,-0.10224251425460862,0.04032415154743867,0.9336834093111022;4.301029995663981;-2.6047166084665907;-1.777251344177806,-0.8518298007422075,-1.1844429985340632,0.268248277579169,0.694716319000801,1.5602474234404067;-1.1142174799889553;-5.0
True;20000;0.002484753960662303;-0.01570090941858359,-0.0916208828770741,-0.19257321882531755,-0.6583524268014125,-2.124942986521542,-4.968578719724542;0.12329179732387471;1;1e-05;-0.9046706810952363,0.09292620932886116,-0.415429282573869,-0.10223593073034061,0.04034540097730389,0.9337330950982994;4.301029995663981;-2.6047166084665907;-1.804075191919799,-1.0380055275916524,-0.7154041103843933,-0.1815415592114901,0.3273472821645625,0.6962321749594145;-0.9090658163116402;-5.0
True;20000;0.002484753960662303;0.0047801294131759025,0.03126708538744188,0.17003600396607124,0.26506955459155784,2.538607944393074,3.2820527765472094;0.09640206975847854;1;1e-05;-0.9046707288965304,0.09292589665800728,-0.4154309829339087,-0.10223858142588653,0.040320014897859954,0.933700274570534;4.301029995663981;-2.6047166084665907;-2.320560345507678,-1.5049126003415203,-0.7694591099850674,-0.576640151679203,0.4045956348107688,0.5161455603791526;-1.0159136416673302;-5.0
True;20000;0.002484753960662303;-0.01067728340973901,0.07912616538161818,-0.21774942544277168,1.2461464125996875,-3.9787146726134255,21.35843199641431;0.03862582124924748;1;1e-05;-0.9046706221236963,0.09292510539635347,-0.41542880543965427,-0.10225104289001252,0.04035980204458609,0.9334866902505699;4.301029995663981;-2.6047166084665907;-1.9715392295390897,-1.1016798805754862,-0.6620429822553762,0.09556907157558724,0.599742795504105,1.3295693663199668;-1.4131222736454316;-5.0
True;20000;0.002484753960662303;0.007209966370943746,-0.09510512276377509,-0.15154477640673464,-1.444669646201221,-6.370098408804538,-26.45263907689993;0.08219142696165606;1;1e-05;-0.90467069422336,0.0929260564475811,-0.4154272899918902,-0.10223659619355051,0.04042350302867414,0.9337512166413389;4.301029995663981;-2.6047166084665907;-2.1420667609321136,-1.0217960894966525,-0.8194590287244564,0.15976854796839227,0.804146141608609,1.4224690064037289;-1.0851734795088055;-5.0
True;20000;0.002484753960662303;-0.0009636871807944258,0.013108826442193364,-0.23187364384974818,0.3959876580295263,-4.707700160608133,11.121022539955034;0.04484338652568314;1;1e-05;-0.9046706845864881,0.09292592535931668,-0.4154249712554517,-0.1022405560701308,0.04047058003028022,0.9336400064159394;4.301029995663981;-2.6047166084665907;-3.0160639180704565,-1.8824361864558221,-0.6347486130744889,-0.4023183497643905,0.6728087942860634,1.0461447209729626;-1.3483015973732089;-5.0
True;20000;0.002484753960662303;0.038957165593767926,-0.051887059087448915,0.12995089778568392,-0.35108151180214664,0.9158621461764191,-2.0334627081906937;0.12353533785680978;1;1e-05;-0.9046710741581441,0.09292644422990755,-0.41542627076442956,-0.10223704525501277,0.040461421408818456,0.9336603410430213;4.301029995663981;-2.6047166084665907;-1.4094126486046568,-1.2849409440340749,-0.8862207157626485,-0.4545920401835215,-0.038169890590184434,0.3082362122579374;-0.9082087926799433;-5.0
True;20000;0.002484753960662303;0.006535470566322912,-0.03795131317571107,0.2216410063964083,-1.1009556335096122,4.6322748038407005,-24.68757156540445;0.09586113245006528;1;1e-05;-0.9046711395128497,0.0929268237430393,-0.41542848717449354,-0.10222603569867768,0.040415098660780045,0.9339072167586754;4.301029995663981;-2.6047166084665907;-2.1847231369281315,-1.4207731922296802,-0.6543498865241604,0.04176981805423445,0.6657943154541667,1.3924783719240625;-1.0183574448006325;-5.0
True;20000;0.002484753960662303;-0.014569276655545341,0.048551074055246106,-0.26993829654887436,1.5947530022250445,-6.786548492313212,39.361100555237904;0.0644514371843124;1;1e-05;-0.9046709938200832,0.09292633823229875,-0.41542578779152806,-0.10224198322869993,0.040482964145703175,0.933513605753123;4.301029995663981;-2.6047166084665907;-1.8365620098156972,-1.313801158112164,-0.5687354970663274,0.20269342841054822,0.8316489566292761,1.5950672330109483;-1.1907673939931647;-5.0
True;20000;0.002484753960662303;0.022452873831453647,0.05832229113064519,0.3756418583509408,1.4475208839648463,7.472652108687405,33.64867117957732;0.0711080669424892;1;1e-05;-0.9046712183488215,0.09292575500938743,-0.4154295442101116,-0.10225645843753958,0.0404082376246163,0.9331771190413273;4.301029995663981;-2.6047166084665907;-1.6487280640475215,-1.2341654235472148,-0.4252260196062758,0.1606248381854952,0.8734747640313246,1.526967918165583;-1.1480811274013731;-5.0
True;20000;0.002484753960662303;0.0038451200335743565,-0.07961426407730487,-0.07427394334949904,-0.9563351888109115,-2.3997579216405263,-17.079443865349525;0.05568112068568323;1;1e-05;-0.9046712568000218,0.0929265511520282,-0.41542880147067807,-0.10224689508565148,0.040432235203832705,0.9333479134799808;4.301029995663981;-2.6047166084665907;-2.4150900982278807,-1.09900911498741,-1.1291635179254573,-0.01938986385648896,0.3801674339623348,1.2324737252439641;-1.2542920323287048;-5.0
True;20000;0.002484753960662303;0.008414845560221809,-0.04749463504021709,-0.02632169949699508,-0.14607095592804495,-0.21722467260881165,-0.8832078280491443;0.08826140937433379;1;1e-05;-0.9046713409484775,0.0929270260983786,-0.4154285382536831,-0.1022454343760922,0.04043440745055879,0.9333567455582613;4.301029995663981;-2.6047166084665907;-2.074953850330932,-1.3233554451966156,-1.5796860733278841,-0.8354361285839909,-0.6630908486535526,-0.05393709035821714;-1.0542291419397083;-5.0
True;20000;0.002484753960662303;0.004676945762305028,-0.0678236189961484,0.04033034800230184,-1.0317550077381403,-0.16473893151549235,-15.56913536264276;0.06621595167579564;1;1e-05;-0.9046713877179351,0.09292770433456857,-0.4154289415571631,-0.10223511682601481,0.04043605483987395,0.9335124369118878;4.301029995663981;-2.6047166084665907;-2.330037666496931,-1.168619040448169,-1.3943680305381954,0.013576585451332184,-0.7832037551450415,1.1922644945424385;-1.1790373747559126;-5.0
True;20000;0.002484753960662303;-0.03329329131434616,0.03967786884218627,-0.004411939634980611,0.6906691679846821,1.697971456710923,12.37482224807647;0.12171756255283266;1;1e-05;-0.904671054785022,0.09292730755588015,-0.41542889743776673,-0.10224202351769467,0.04041907512530684,0.933388688689407;4.301029995663981;-2.6047166084665907;-1.4776432691568655,-1.4014516624990703,-2.3553704382930816,-0.16072993080866124,0.22993038537958738,1.0925389694452863;-0.9146467531628173;-5.0
True;20000;0.002484753960662303;0.0006003083581620117,-0.02146322174367396,0.18631081250854728,-1.1068174670604085,5.810899712624998,-29.13726880732662;0.06986481156918208;1;1e-05;-0.9046710607881056,0.09292752218809759,-0.41543076054589184,-0.10223095534302407,0.04036096612818059,0.9336800613774803;4.301029995663981;-2.6047166084665907;-3.221625609870229,-1.6683050875666259,-0.7297619401840862,0.04407600427094975,0.7642433802349519,1.464448840587813;-1.1557415079341717;-5.0
True;20000;0.002484753960662303;-0.0017485698275832018,-0.0716037340100406,0.27085761680749115,-0.8064898385645873,6.771556213206841,-10.708893014972105;0.054606747934846905;1;1e-05;-0.9046710433024073,0.09292823822543769,-0.4154334691220599,-0.10222289044463842,0.04029325056604852,0.93378715030763;4.301029995663981;-2.6047166084665907;-2.757317019843987,-1.1450643294006375,-0.5672589470771429,-0.09340110016978613,0.8306884880560838,1.0297445798574008;-1.2627536867862987;-5.0
True;20000;0.002484753960662303;-0.000638921463001989,-0.008700946308157835,0.0036048866052500552,-0.3376912120873405,1.0624534318724426,-7.210502760061092;0.07256322688690008;1;1e-05;-0.9046710369131927,0.09292832523490077,-0.415433505170926,-0.10221951353251754,0.0402826260317298,0.9338592553352306;4.301029995663981;-2.6047166084665907;-3.194552522563173,-2.060433511282349,-2.4431083918290786,-0.4714802410869307,0.026309903687952014,0.8579655474250982;-1.1392834124417124;-5.0
True;20000;0.002484753960662303;0.010852896430784138,0.01041416848306696,0.16957429168836421,0.40083709306691606,2.7881685594168784,8.313483745146952;0.07796099238068196;1;1e-05;-0.904671145442157,0.09292822109321594,-0.41543520091384284,-0.10222352190344822,0.04025474434613563,0.9337761204977791;4.301029995663981;-2.6047166084665907;-1.964454341443418,-1.982375400476883,-0.77063998830674,-0.39703209610067713,0.44531902559949504,0.9197830519725488;-1.1081226413000413;-5.0
True;20000;0.002484753960662303;0.01574625261915105,0.017614916542606857,0.09277858576854481,0.18127662163739117,0.6273947865547127,1.537146628898439;0.03756578713036072;1;1e-05;-0.9046713029046832,0.09292804494405052,-0.41543612869970054,-0.10222533466966459,0.040248470398270085,0.9337607490314902;4.301029995663981;-2.6047166084665907;-1.8028227853960148,-1.754119410113802,-1.0325522517525707,-0.7416582011364071,-0.2024590944682502,0.18671529696243197;-1.425207506789863;-5.0
True;20000;0.002484753960662303;-0.01326347894723205,0.10329703961158858,-0.0026697843223942286,1.6875362917997794,1.2742380402231028,26.26173174316882;0.10243643709240736;1;1e-05;-0.9046711702698937,0.0929270119736544,-0.4154361020018573,-0.10224221003258259,0.04023572801786785,0.9334981317140585;4.301029995663981;-2.6047166084665907;-1.8773425476190977,-0.9859121247415057,-2.5735238215483114,0.22725312144907817,0.10525056606730916,1.41932336081305;-0.9895455354165755;-5.0
True;20000;0.002484753960662303;0.006715994072803948,-0.007893019549998388,0.09314473477593778,-0.9318139724770156,2.036387466065052,-26.604530561391748;0.09201299970843509;1;1e-05;-0.9046712374298345,0.0929270909038499,-0.4154370334492051,-0.10223289189285782,0.0402153641432072,0.9337641770196724;4.301029995663981;-2.6047166084665907;-2.1728896958201225,-2.1027568215015005,-1.0308416895856058,-0.030670781627473418,0.3088604152973687,1.4249556001750117;-1.0361508106674324;-5.0
True;20000;0.002484753960662303;0.023389494499709982,-0.04057127001049339,0.22603809059723523,0.20110812194078384,2.7263567891771534,6.832995975117549;0.08363303355159943;1;1e-05;-0.9046714713247794,0.09292749661655,-0.415439293830111,-0.10223490297407722,0.040188100575315425,0.9336958470599213;4.301029995663981;-2.6047166084665907;-1.6309791641831033,-1.3917813972767836,-0.6458183699575178,-0.6965703896576745,0.435582689881414,0.8346111649075615;-1.0776221501262893;-5.0
True;20000;0.002484753960662303;-0.0022373953698768267,0.16111105310703935,0.09823820275894055,2.342371381925425,1.126351956524094,41.77577887246633;0.09697394509209839;1;1e-05;-0.9046714489508257,0.09292588550601893,-0.41544027621213864,-0.10225832668789647,0.04017683705575018,0.9332780892711966;4.301029995663981;-2.6047166084665907;-2.650257264994222,-0.7928746635613675,-1.0077195914290327,0.3696557533896561,0.05167411777330347,1.6209245556775997;-1.0133449360710094;-5.0
True;20000;0.002484753960662303;-0.025608216099042347,0.010582626989309648,-0.04266914773912433,0.4817276029463284,1.3165453363541935,11.073028204746436;0.11498234509346862;1;1e-05;-0.9046711928686647,0.09292577967974903,-0.41543984952066126,-0.10226314396392594,0.04016367160238664,0.9331673589891492;4.301029995663981;-2.6047166084665907;-1.5916206739847594,-1.9754065113797692,-1.3698860315229677,-0.31719846793962864,0.1194358189980631,1.0442664061331595;-0.9393688380559596;-5.0
True;20000;0.002484753960662303;0.021305921356575743,0.08095416958467713,0.37431027614972223,1.2993394302750891,6.35140730817201,26.623617793124417;0.09480719607578669;1;1e-05;-0.9046714059278783,0.09292497013805319,-0.4154435926234228,-0.10227613735822869,0.04010015752930492,0.932901122811218;4.301029995663981;-2.6047166084665907;-1.6714996803593398,-1.0917607777817313,-0.42676824979218214,0.11372261792388119,0.8028699644190446,1.4252670699528596;-1.0231586974995168;-5.0
True;20000;0.002484753960662303;-0.02542648939613496,-0.033138913493234744,-0.12031194638901133,-0.09771385509418705,-2.1741612178930723,2.0460056589876365;0.09497191799507874;1;1e-05;-0.9046711516629844,0.09292530152718813,-0.4154423895039589,-0.10227516021967774,0.04012189914148385,0.9328806627546281;4.301029995663981;-2.6047166084665907;-1.5947135981858398,-1.479661734650176,-0.9196912471968653,-1.0100438522041013,0.3372917446469522,0.3109068305802982;-1.0224047911604341;-5.0
True;20000;0.002484753960662303;-0.004320939783259963,-0.11218429290677538,-0.08060447550269542,-0.8597966770543789,-0.24555544030375515,-9.431969317049724;0.08215514992579002;1;1e-05;-0.9046711084535866,0.0929264233701172,-0.41544158345920384,-0.1022665622529072,0.040124354695886884,0.9329749824477986;4.301029995663981;-2.6047166084665907;-2.364421785986882,-0.9500679450534445,-1.0936408436519502,-0.0656042376788114,-0.6098504395909085,0.9746023792946591;-1.0853652074662805;-5.0
True;20000;0.002484753960662303;-0.006398658191355513,0.02478794996231634,0.04819383894019549,-0.28115734050223273,2.7478668735165175,-14.59629783429698;0.07208231845768993;1;1e-05;-0.9046710444670046,0.09292617549061757,-0.41544206539759326,-0.10226375067950218,0.04009687602715172,0.9331209454261417;4.301029995663981;-2.6047166084665907;-2.193911088701512,-1.6057593892010675,-1.3170084780536613,-0.5510505733745744,0.4389956885412016,1.164242716467894;-1.1421712531445842;-5.0
True;20000;0.002484753960662303;-0.012262571583200129,-0.0870473542043318,-0.19111445815973344,-0.3325805153413083,-2.6861556070232555,4.054050547508664;0.13059406632915305;1;1e-05;-0.9046709218412888,0.09292704596415961,-0.4154401542530117,-0.10226042487434876,0.040123737583221956,0.9330804049206666;4.301029995663981;-2.6047166084665907;-1.9114184443950268,-1.0602444246835996,-0.7187064565270278,-0.47810319807388885,0.42913116742208546,0.6078891593464398;-0.8840765552129262;-5.0
True;20000;0.002484753960662303;-0.019692891843863452,0.0999932197474185,-0.1252692402452093,0.5115264419202188,-0.8269487505286546,2.8619602099281316;0.06588481744347242;1;1e-05;-0.9046707249123704,0.09292604603196214,-0.4154389015606092,-0.10226554013876797,0.04013200707072724,0.9330517853185673;4.301029995663981;-2.6047166084665907;-1.7056905042979198,-1.0000294472611313,-0.9021555565537831,-0.29113191174022546,-0.08252140465819388,0.45666359143327073;-1.1812146530872025;-5.0
True;20000;0.002484753960662303;-0.023976564884091583,0.02063766047446293,-0.12431913027456709,0.5660531843051907,-1.4957026320608078,13.009076216776268;0.06548658181579076;1;1e-05;-0.9046704851467215,0.09292583965535739,-0.41543765836930646,-0.10227120067061102,0.04014696409704785,0.9329216945563995;4.301029995663981;-2.6047166084665907;-1.6202130380323005,-1.685339536725987,-0.905462036817594,-0.24714276215952283,0.17484525790529107,1.114246458114182;-1.183847677723321;-5.0
True;20000;0.002484753960662303;-0.015472587072902876,-0.03392064658268549,0.009742653493871415,-0.7624076922561287,-0.4500353152826289,-15.003757637195509;0.08248753250880832;1;1e-05;-0.9046703304208508,0.09292617886182322,-0.4154377557958414,-0.10226357659368845,0.04015146445020067,0.9330717321327715;4.301029995663981;-2.6047166084665907;-1.810437064610276,-1.4695358779773502,-2.011322743244665,-0.11781273056551027,-0.3467534048233601,1.1762000401708514;-1.0836116874718482;-5.0
True;20000;0.002484753960662303;-0.013359797908873854,0.004386428483508671,-0.11114919933966821,-0.41722426203279656,-2.384698375647112,-9.94146263415543;0.10959262338490666;1;1e-05;-0.9046701968228716,0.09292613499753839,-0.415436644303848,-0.10225940435106813,0.040175311433957146,0.9331711467591131;4.301029995663981;-2.6047166084665907;-1.8742001113009479,-2.357888947000903,-0.9540936613825918,-0.3796304448270207,0.37743345588096433,0.9974502845193095;-0.9602186769743206;-5.0
True;20000;0.002484753960662303;0.01691006939462199,-0.11300939565669413,0.02305264203405647,-1.0851604506340218,-0.8515166767123299,-13.261510313987552;0.1004100051931165;1;1e-05;-0.9046703659235655,0.09292726509149496,-0.41543687483026837,-0.10224855274656179,0.04018382660072427,0.933303761862253;4.301029995663981;-2.6047166084665907;-1.7718546101645547,-0.9468854475588389,-1.6372792934822726,0.035493957238102766,-0.06980684208397732,1.1225929873929525;-0.9982230104612341;-5.0
True;20000;0.002484753960662303;0.016241964314513628,0.01013078432956668,0.15997331599951944,0.23201406193631052,2.8039243695227074,4.483329160199266;0.05848593211823376;1;1e-05;-0.9046705283432087,0.09292716378365166,-0.41543847456342836,-0.10225087288718115,0.040155787357029044,0.933258928570651;4.301029995663981;-2.6047166084665907;-1.789361448040336,-1.9943569300773698,-0.7959524528479827,-0.634485692538957,0.4477662951926505,0.6516006253726808;-1.232948584142594;-5.0
True;20000;0.002484753960662303;-0.014583168623534004,-0.09135633243971407,-0.2629231606603131,-1.1511711787686498,-4.139524631336823,-16.881576556411062;0.10557254805515502;1;1e-05;-0.9046703825115224,0.09292807734697606,-0.41543584533182176,-0.10223936117539346,0.04019718260334241,0.9334277443362151;4.301029995663981;-2.6047166084665907;-1.836148102478651,-1.039261343786995,-0.5801711556055653,0.061139907875712544,0.6169504711110355,1.227413002584508;-0.9764489963674817;-5.0
True;20000;0.002484753960662303;-0.03927701451493701,-0.016311913124996108,-0.3485556207088671,-0.32973725251428065,-5.4264284439574855,-3.364021345531218;0.12814801856308428;1;1e-05;-0.9046699897413772,0.0929282404661073,-0.41543235977561466,-0.10223606380286832,0.04025144688778198,0.9334613845496704;4.301029995663981;-2.6047166084665907;-1.4058615307874447,-1.787495100216385,-0.4577279095616343,-0.48183198507566044,0.7345140805241269,0.5268587428384222;-0.8922881045306266;-5.0
True;20000;0.002484753960662303;0.00397086744506457,0.11294313859023204,0.04802350992265712,2.1352530702949584,-0.9305302414099634,41.560601489109274;0.07097488897479724;1;1e-05;-0.9046700294500517,0.0929271110347214,-0.4154328400107139,-0.10225741633357127,0.040260752190196085,0.9330457785347793;4.301029995663981;-2.6047166084665907;-2.401114610251115,-0.9471401477707416,-1.318546101581462,0.3294493550141028,-0.031269508117251446,1.6186818242920402;-1.1488952781634383;-5.0
True;20000;0.002484753960662303;-0.0036132744362611558,-0.03021974018191598,-0.1999139665916743,-0.5346261234262307,-3.059679424770243,-7.127532138371562;0.0804874377933411;1;1e-05;-0.9046699933173074,0.09292741323212322,-0.415430840871048,-0.10225207007233701,0.04029134898444379,0.9331170538561631;4.301029995663981;-2.6047166084665907;-2.4420990515436545,-1.5197092738833353,-0.699156863701747,-0.2719498241378911,0.4856759260415138,0.8529391842397872;-1.094271897554662;-5.0
True;20000;0.002484753960662303;-0.006552859488221866,0.014878912008771181,-0.018085351883655815,0.04906705441064961,-0.16567566570126235,0.040849710982592616;0.029576694953182003;1;1e-05;-0.9046699277887125,0.09292726444300313,-0.41543066001752915,-0.10225256074288112,0.0402930057411008,0.9331166453590533;4.301029995663981;-2.6047166084665907;-2.183569144441868,-1.8274288245604522,-1.7426730368253212,-1.3092100127669564,-0.7807412756950421,-1.3888110118147783;-1.529050357850615;-5.0
True;20000;0.002484753960662303;-0.003827147780589939,-0.04815734393902787,0.04058121669804262,-0.5078449929751327,-0.48582471152741447,-6.835435102671879;0.11755107366248094;1;1e-05;-0.9046698895172347,0.09292774601644252,-0.41543106582969613,-0.10224748229295137,0.040297863988216075,0.93318499971008;4.301029995663981;-2.6047166084665907;-2.4171247677060976,-1.317337474084815,-1.3916749361758936,-0.2942688250550332,-0.31352039853243896,0.8347661643574208;-0.9297733998562561;-5.0
True;20000;0.002484753960662303;-0.013126322537782007,-0.03826191554425343,-0.039028669097095146,-0.5081535570341706,-0.6600117693209201,-8.073062366631156;0.08434887441465867;1;1e-05;-0.9046697582540093,0.09292812863559796,-0.41543067554300517,-0.10224240075738103,0.040304464105909286,0.9332657303337463;4.301029995663981;-2.6047166084665907;-1.8818569285372742,-1.4172332912487549,-1.4086162581894808,-0.29400503004809597,-0.18044832005577027,0.9070383075409103;-1.0739207084366134;-5.0
True;20000;0.002484753960662303;0.020238963160109202,0.0036217397878410117,0.2812017060816239,-0.3969486613833199,3.784659048106535,-13.679949208111644;0.07555526894126185;1;1e-05;-0.9046699606436409,0.09292809241820009,-0.415433487560066,-0.10223843127076719,0.04026661751542822,0.9334025298258274;4.301029995663981;-2.6047166084665907;-1.6938117401216282,-2.4410827557791,-0.5509820487319176,-0.4012656582738659,0.578026760931061,1.1360844849076508;-1.1217352441995305;-5.0
